Product Name,PLU,UOM,Step,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Яблоки фасованные,3016763,кг,1.2,Цена за 1 кг,1200.0,0.4,0.4,9.8,47.0,9.0
Яблоки Global Village Роял Гала,48637,кг,1.2,Цена за 1 кг,1200.0,0.3,0.3,14.0,52.0,9.0
Яблоко Global Village красное,609,кг,1.2,Цена за 1 кг,1200.0,0.4,0.4,9.8,47.0,8.67
Яблоки Global Village Голден,4125677,кг,1.3,Цена за 1 кг,1300.0,0.4,0.4,9.8,43.0,8.0
Яблоки Global Village Гренни Смит,4125676,кг,1.3,Цена за 1 кг,1300.0,0.44,0.19,13.6,58.0,8.33
Яблоки Симиренко фасованные,3647290,кг,1.2,Цена за 1 кг,1200.0,0.4,0.4,9.0,37.0,8.67
Мандарины,47642,кг,0.5,Цена за 1 кг,500.0,0.8,0.2,7.5,33.0,9.67
Мандарины Выгодно фасованные,34592,кг,1.3,Цена за 1 кг,1300.0,0.8,0.2,7.5,38.0,9.0
Мандарины Global Village отборные,53235,кг,1.2,Цена за 1 кг,1200.0,0.8,0.2,7.5,38.0,9.0
Лимон фасованный 3шт.,3470274,шт,1.0,3 шт,-1.0,0.9,0.1,3.0,34.0,8.0
Апельсины фасованные,60619,кг,1.7,Цена за 1 кг,1700.0,0.4,0.1,11.4,43.0,9.0
Мандарины Global Village Абхазия,4298532,кг,1.0,Цена за 1 кг,1000.0,0.8,0.2,7.5,33.0,9.67
Слива Темная круглая,4341511,кг,0.5,Цена за 1 кг,500.0,0.8,0.3,10.0,45.2,8.0
Груши Китайские,57165,кг,0.5,Цена за 1 кг,500.0,0.0,0.0,11.5,41.5,8.0
Груша сезонная,79222,кг,0.6,Цена за 1 кг,600.0,0.4,0.3,10.9,42.0,8.67
Манго спелое Египет,4307656,кг,0.7,Цена за 1 кг,700.0,0.5,0.3,11.5,67.0,9.0
Хурма,2576,кг,0.5,Цена за 1 кг,500.0,0.5,0.4,15.3,67.0,9.0
Авокадо Global Village Хасс 2шт.,3148279,шт,1.0,2 шт,-1.0,2.0,15.0,9.0,160.0,8.0
Хурма Плоская,4309370,кг,0.5,Цена за 1 кг,500.0,0.5,0.4,15.3,67.0,9.0
Киви спелое 250г,4042266,шт,1.0,250 г,250.0,0.8,0.4,8.1,47.0,9.0
Киви 450г,3385883,шт,1.0,450 г,450.0,0.8,0.4,8.1,47.0,9.0
Питахайя,328,кг,0.6,Цена за 1 кг,600.0,0.5,0.3,12.0,50.0,8.0
Хурма азербайджанская 1 упаковка,3653969,шт,1.0,300 г,300.0,0.5,0.3,15.3,67.0,7.0
Гранат Азербайджан,4377047,кг,0.5,Цена за 1 кг,500.0,0.7,0.6,14.5,72.0,8.0
Физалис 100г,3422282,шт,1.0,100 г,100.0,1.0,1.0,3.9,32.0,8.0
Хурма Global Village Персимон 4шт.,4376745,шт,1.0,1 кг,1000.0,1.0,1.0,1.0,1.0,7.33
Ядра арахиса Красная цена жареные соленые 80г,4018544,шт,1.0,80 г,80.0,28.3,48.7,9.9,590.0,6.33
Кешью Красная цена жареный 100г,3455557,шт,1.0,100 г,100.0,17.5,42.2,30.5,572.0,7.0
Орех Красная цена грецкий 100 г,3455568,шт,1.0,100 г,100.0,14.8,64.0,13.7,698.0,7.33
Фисташки Красная цена неочищенные жареные соленые 100г,4057612,шт,1.0,100 г,100.0,22.0,52.0,17.0,620.0,6.33
Орех грецкий очищенный,3902928,кг,0.2,Цена за 100 г,200.0,16.2,60.8,11.1,656.0,8.0
Ядра миндаля Красная цена жареные 100г,4070211,шт,1.0,100 г,100.0,19.0,55.0,17.0,640.0,6.67
Арахис Mixbar жареный соленый 150г,3453211,шт,1.0,150 г,150.0,25.0,52.0,17.0,640.0,5.0
Кешью,4064516,кг,0.1,Цена за 100 г,100.0,25.2,53.5,22.5,530.0,8.0
Фисташки неочищенные обжаренные подсоленные,3933060,кг,0.2,Цена за 100 г,200.0,20.2,45.3,16.6,560.0,8.0
Арахис Станичные жареный 200г,3928386,шт,1.0,200 г,200.0,31.0,51.0,9.2,642.0,8.0
Миндаль,4064518,кг,0.2,Цена за 100 г,200.0,18.8,57.7,13.8,649.0,8.0
Фисташки Mixbar жареные соленые 100г,3977825,шт,1.0,100 г,100.0,22.0,52.0,17.0,620.0,5.0
Грецкий орех Mix Bar 100г,3982582,шт,1.0,100 г,100.0,14.8,64.0,13.7,698.0,7.67
Орехи Красная цена Ядра фундука 100г,4060833,шт,1.0,100 г,100.0,15.0,62.0,9.5,660.0,7.0
Арахис жареный соленый,52542,кг,0.2,Цена за 1 кг,200.0,28.3,48.7,9.9,596.0,7.0
Кешью Mixbar жареный 150г,3982581,шт,1.0,150 г,150.0,26.0,55.3,13.0,650.7,6.0
Орех грецкий в скорлупе,4058481,кг,0.2,Цена за 100 г,200.0,17.0,56.0,8.0,630.0,7.0
Арахис MixBar хрустящий со вкусом сладкий чили 100г,4132830,шт,1.0,100 г,100.0,15.0,27.0,42.0,490.0,5.67
Миндаль Mixbar сладкий жареный 100г,3982866,шт,1.0,100 г,100.0,19.0,55.0,17.0,640.0,6.67
Орех Макадамия,4137255,кг,0.2,Цена за 100 г,200.0,0.0,0.0,0.0,0.0,7.0
Арахис Барбекю в хрустящей корочке жареный,4244294,кг,0.2,Цена за 100 г,200.0,6.97,24.36,60.08,486.29,5.33
Фундук,4064515,кг,0.2,Цена за 100 г,200.0,18.1,66.9,9.9,707.0,8.0
Ассорти орехово-фруктовое,4120399,кг,0.2,Цена за 100 г,200.0,12.5,26.8,31.3,415.0,8.0
Фундук Mixbar жареные ядра 100г,3982824,шт,1.0,100 г,100.0,18.0,56.7,13.1,632.0,8.0
Кукуруза От Мартина жареная отборная с солью 100г,3954225,шт,1.0,100 г,100.0,8.0,15.1,72.0,464.5,8.0
Арахис жареный со вкусом сметаны с зеленью,4375474,кг,0.2,Цена за 1 кг,200.0,28.0,48.0,15.0,620.0,5.0
Чернослив Красная Цена 100 г,3455562,шт,1.0,100 г,100.0,2.3,0.9,67.0,277.0,7.0
Манго сушеное,4306110,кг,0.2,Цена за 100 г,200.0,2.45,1.18,76.18,319.0,7.33
Абрикос Красная Цена сушеный 100г,3455566,шт,1.0,100 г,100.0,4.0,1.0,48.0,217.0,7.33
Курага,3262406,кг,0.2,Цена за 100 г,200.0,5.9,0.5,66.0,285.0,6.33
Изюм Красная цена 100г,3455550,шт,1.0,100 г,100.0,2.0,0.8,72.0,296.0,6.67
Изюм светлый,72511,кг,0.2,Цена за 100 г,200.0,2.0,0.5,72.0,296.0,8.0
Смесь Красная Цена Сухофрукты и орехи 100г,3455564,шт,1.0,100 г,100.0,13.5,46.1,29.4,590.0,7.67
Чернослив,3277711,кг,0.2,Цена за 100 г,200.0,2.2,0.4,63.8,241.0,7.0
Финики Mixbar 200г,3438657,шт,1.0,200 г,200.0,2.5,0.5,58.0,250.0,6.67
Финики,2092230,кг,0.3,Цена за 100 г,300.0,2.5,0.5,69.0,292.0,8.0
Смесь Mix Bar Коктейль сухофрукты и орехи 150г,3992940,шт,1.0,150 г,150.0,7.6,13.9,65.1,416.0,7.67
Изюм Mixbar сушеный без косточки светлый 150г,4271265,шт,1.0,150 г,150.0,2.3,0.5,65.8,281.0,6.67
Смесь фруктовая Mixbar Компотная 500г,4073615,шт,1.0,500 г,500.0,2.5,1.0,60.0,260.0,6.33
Смесь Mixbar из жареных орехов с цукатами 130г,3992925,шт,1.0,130 г,130.0,9.0,17.0,59.0,430.0,7.0
Цукаты Mixbar Ананас и папайя 150г,4026556,шт,1.0,150 г,150.0,0.0,0.0,90.0,360.0,5.33
Цукаты ананас,3016556,кг,0.2,Цена за 100 г,200.0,0.0,0.0,0.0,0.0,8.0
Изюм Mixbar Nature сушеный 150г,3986092,шт,1.0,150 г,150.0,2.5,0.2,63.0,264.0,8.0
Хурма сушеная,4350072,кг,0.2,Цена за 1 кг,200.0,1.7,0.6,58.9,274.0,7.33
Абрикос Mixbar сушеный 150г,3982861,шт,1.0,150 г,150.0,2.0,0.5,52.0,220.0,8.0
Клюква Вкус & Польза вяленая 150г,4377960,шт,1.0,150 г,150.0,2.0,0.0,84.0,344.0,7.33
Вишня Вкус & Польза вяленая 150г,4377961,шт,1.0,150 г,150.0,1.5,0.0,73.0,298.0,36.0
Финики 200г,1635,шт,1.0,200 г,200.0,2.5,0.5,69.0,292.0,8.0
Персики сушеные,4368355,кг,0.2,Цена за 1 кг,200.0,3.0,0.4,58.0,250.0,7.33
Семечки подсолнуха От Мартина полосатые с солью 150г,3661124,шт,1.0,150 г,150.0,17.1,34.5,5.4,386.0,3.67
Семечки От Мартина отборные жареные 100г,3072541,шт,1.0,100 г,100.0,20.7,52.9,5.0,578.0,4.33
Семечки От Мартина отборные с солью 200г,3669122,шт,1.0,200 г,200.0,20.7,52.9,5.0,578.0,4.33
Семечки От Мартина черные отборные жареные с морской солью 100г,3469303,шт,1.0,100 мл,100.0,20.7,52.9,5.0,578.0,5.67
Семечки От Мартина Отборные 250г,3669121,шт,1.0,250 г,250.0,20.7,52.9,5.0,578.0,5.67
Семечки Бабкины Семечки жареные 300г,85158,шт,1.0,300 г,300.0,27.0,49.0,8.5,581.0,7.0
Семечки От Мартина Полосатые СуперСоленые крупный калибр 150г,4316862,шт,1.0,150 г,150.0,16.0,23.0,3.5,290.0,6.33
Семечки От Мартина белые соленые 100г,3348828,шт,1.0,100 г,100.0,17.1,34.5,5.4,386.0,8.0
Семечки тыквенные От Мартина жареные неочищенные с солью 100г,3503953,шт,1.0,100 г,100.0,28.04,45.76,12.86,540.0,6.67
Семечки От Мартина черные отборные обжаренные с солью премиум 250г,4300514,шт,1.0,250 г,250.0,20.7,52.9,5.0,578.0,5.67
Семечки подсолнечника Джинн жареные 140г,3248290,шт,1.0,140 г,140.0,20.7,52.9,5.0,578.0,7.0
Семечки От Мартина отборные жареные 200г,3403508,шт,1.0,200 г,200.0,20.7,52.9,5.0,578.0,5.67
Семечки подсолнечные Mixbar жареные 200г,4082127,шт,1.0,200 г,200.0,20.7,52.9,3.4,537.0,7.0
Семечки От Мартина Полосатые отборные обжаренные без соли 150г,4264806,шт,1.0,150 г,150.0,22.8,49.6,19.5,570.0,6.67
Ядра Mixbar подсолнечника жареные с морской солью 70г,4207482,шт,1.0,70 г,70.0,21.0,52.0,3.4,570.0,8.0
Семена подсолнечника Mixbar жареные с добавлением морской соли 100г,4098157,шт,1.0,100 г,100.0,20.7,52.9,3.4,573.0,7.0
Семечки Золотая семечка 200г,3014404,шт,1.0,200 г,200.0,22.0,56.0,5.0,610.0,8.0
Семечки тыквы Молодежные обжаренные неочищенные с солью 100г,4247006,шт,1.0,100 г,100.0,28.4,45.76,12.86,540.0,8.0
Семена Красная Цена подсолнечные жареные 100г,3688850,шт,1.0,100 г,100.0,20.7,52.9,3.4,573.0,7.67
Семена Красная Цена тыквенные обжаренные 100г,3474695,шт,1.0,100 г,100.0,13.5,51.2,18.5,589.0,152.0
Семена подсолнечника Mixbar жареные 300г,4319513,шт,1.0,300 г,300.0,20.7,52.9,3.4,573.0,7.67
Ядра семян тыквы Mixbar Premium 150г,4125073,шт,1.0,150 г,150.0,30.0,49.0,11.0,610.0,8.0
Семечки Золотая Семечка подсолнечные обжаренные с морской солью 200г,3642467,шт,1.0,200 г,200.0,21.0,53.0,10.0,600.0,6.33
Смесь семян и ядер Вкус & Польза салатная с кунжутом 80г,4377602,шт,1.0,80 г,80.0,22.0,53.0,6.5,590.0,6.33
Семена Джинн подсолнечника жареные соленые 100г,4066289,шт,1.0,100 г,100.0,27.0,58.0,9.0,660.0,6.33
Семечки Золотая Семечка 75г,3012523,шт,1.0,75 г,75.0,22.0,56.0,5.0,610.0,8.0
Семена Станичные подсолнечника Восточные с морской солью 150г,4309484,шт,1.0,150 г,150.0,29.0,53.0,4.5,620.0,7.5
Авокадо,3644078,кг,0.4,Цена за 1 кг,400.0,2.0,20.0,6.0,212.0,8.0
Огурец Global Village Агромос длинный 1шт.,3333628,шт,1.0,250 г,250.0,3.0,0.5,3.0,15.0,9.0
Перец красный сладкий,43347,кг,0.4,Цена за 1 кг,400.0,1.3,0.1,5.3,27.0,9.0
Огурец Global Village среднеплодный гладкий 600г,1612,шт,1.0,600 г,600.0,0.7,0.1,3.6,16.0,9.0
Томаты Медовые черри красные круглые 200г,3676649,шт,1.0,200 г,200.0,0.8,0.1,2.8,15.0,8.0
Томат тепличный красный 600г,4106273,шт,1.0,600 г,600.0,0.6,0.0,3.8,14.0,8.0
Сельдерей стебель 1шт.,3305320,шт,1.0,1 шт,-1.0,0.8,0.2,2.1,12.0,8.67
Томаты Рост Медовые Черри оранжевые круглые 200г,4188460,шт,1.0,200 г,200.0,0.8,0.1,2.8,15.0,6.67
Перец микс 300г,1564,шт,1.0,270 г,270.0,1.1,0.2,5.4,27.0,8.0
Томаты Рост коричневые 350г,4364252,шт,1.0,350 г,350.0,0.6,0.2,4.2,19.9,8.0
Томаты Органза 350г,3639765,шт,1.0,350 г,350.0,1.1,0.2,3.8,24.0,8.0
Лук Ялтинский репчатый красный,3095107,кг,1.0,Цена за 1 кг,1000.0,1.4,0.2,8.2,41.0,8.67
Чеснок Фермерский 150г,51157,шт,1.0,150 г,150.0,6.0,0.5,33.0,149.0,8.33
Томаты,202,кг,0.5,Цена за 1 кг,500.0,0.9,0.2,3.9,24.0,8.0
Томаты Фламенко сливовидные красные 450г,4217380,шт,1.0,450 г,450.0,0.9,0.2,3.9,18.0,8.0
Томаты Global Village Черри тепличные красные 250г,4249270,шт,1.0,250 г,250.0,0.8,0.1,2.8,15.0,8.0
Томаты Черри на ветке 250г,4117042,шт,1.0,250 г,250.0,0.8,0.1,2.8,15.0,8.0
Томат сливовидный 600г,3648084,шт,1.0,600 г,600.0,1.0,0.3,5.0,23.2,8.0
Томаты коктейльные 350г,3961982,шт,1.0,350 г,350.0,0.6,0.2,4.0,19.9,8.0
Томаты Сладкая Ягода Черри красные в ассортименте 200г,4256604,шт,1.0,200 г,200.0,1.1,0.2,3.7,20.0,7.0
Огурцы среднеплодные,4314547,кг,0.6,Цена за 1 кг,600.0,0.8,0.1,3.4,16.5,8.67
Огурцы короткоплодные 450г,2250692,шт,1.0,450 г,450.0,0.8,0.1,2.5,16.0,8.0
Огурцы Global Village корнишоны премиум 300г,3604762,шт,1.0,300 г,300.0,0.7,0.1,3.7,10.0,7.33
Огурцы Люкс Луховицкие короткоплодные 450г,3673128,шт,1.0,450 г,450.0,0.8,0.1,2.8,15.0,8.67
Картофель,3953590,кг,1.0,Цена за 1 кг,1000.0,2.0,1.0,17.0,77.0,9.0
Картофель Красная цена фасованный,31893,кг,2.3,Цена за 1 кг,2300.0,2.0,0.4,16.3,77.0,9.0
Картофель красный мытый,3294644,кг,1.0,Цена за 1 кг,1000.0,0.2,0.1,17.0,77.0,9.0
Картофель мытый 2.5кг,3129175,шт,1.0,2.5 кг,5000.0,2.0,0.4,16.3,77.0,9.0
Картофель Сад и огород фасованный для варки 3кг,3193945,шт,1.0,3 кг,3000.0,2.0,0.4,16.0,77.0,9.0
Картофель мытый,3093966,кг,0.6,Цена за 1 кг,600.0,2.02,0.09,17.47,77.0,9.0
Картофель Бэби 1 кг,4264372,шт,1.0,1 кг,1000.0,2.0,0.4,16.3,330.0,9.0
Картофель крупный 2кг,3692897,шт,1.0,2 кг,2000.0,2.0,0.1,17.0,77.0,9.0
Картофель Сад и огород для жарки фасованный 3кг,3193948,шт,1.0,3 кг,3000.0,2.0,0.4,16.3,77.0,9.0
Картофель Чик-Чик 1кг,4265670,шт,1.0,1 кг,1000.0,2.0,0.4,16.3,330.0,9.0
Капуста белокочанная,198,кг,2.1,Цена за 1 кг,2100.0,1.8,0.2,4.7,28.0,9.67
Капуста Китайская,48687,кг,1.0,Цена за 1 кг,1000.0,1.5,0.2,2.2,13.0,9.0
Лук репчатый,197,кг,0.5,Цена за 1 кг,500.0,1.1,0.1,9.0,40.0,8.67
Чеснок свежий 100г,3044397,шт,1.0,100 г,100.0,6.5,0.5,29.9,149.0,8.0
Чеснок,53480,кг,0.1,Цена за 1 кг,100.0,6.0,0.5,33.0,143.0,9.0
Лук красный,18387,кг,0.5,Цена за 1 кг,500.0,1.4,0.0,9.1,42.0,8.0
Лук белый,43819,кг,0.4,Цена за 1 кг,400.0,1.4,0.2,8.2,41.0,7.0
Лук репчатый красный 500г,3356370,шт,1.0,500 г,500.0,1.4,0.0,9.1,42.0,8.0
Лук Ялтинский репчатый красный 450г,3663109,шт,1.0,450 г,450.0,1.8,0.2,7.3,32.0,9.0
Лук репчатый 600г,3368253,шт,1.0,600 г,600.0,1.1,0.1,9.0,40.0,8.0
Чеснок Фермерский Чеснок отборный 1шт.,4018137,шт,1.0,1 шт,-1.0,6.5,0.5,29.9,149.0,8.0
Перец Рамиро 210г,4025761,шт,1.0,210 г,210.0,1.3,0.1,5.2,30.0,8.0
Перец Тайский жгучий 30г,4322343,шт,1.0,30 г,30.0,10.58,5.81,69.86,324.0,7.0
Морковь,2138999,кг,0.5,Цена за 1 кг,500.0,0.9,0.2,10.0,41.0,9.0
Свекла,88570,кг,0.5,Цена за 1 кг,500.0,1.6,0.2,9.6,43.0,8.0
Свекла мытая фасовка 1кг,3063697,шт,1.0,1 кг,1000.0,1.8,0.1,9.8,48.0,6.67
Редис красный 500г,77001549,шт,1.0,500 г,500.0,0.7,0.1,3.4,16.0,9.0
Редис красный 125г,3267174,шт,1.0,125 г,125.0,1.2,0.1,3.4,19.0,8.0
Редька зеленая,3312878,кг,0.5,Цена за 1 кг,500.0,2.0,0.2,6.5,32.0,8.0
Редис Дайкон,3204825,кг,0.6,Цена за 1 кг,600.0,1.2,0.0,4.1,21.0,8.0
Морковь мытая в подложке 600г,3658261,шт,1.0,600 г,600.0,1.3,0.1,6.9,32.0,9.0
Кабачки,3965,кг,0.5,Цена за 1 кг,500.0,0.6,0.3,4.6,24.0,9.0
Баклажан,45656,кг,0.5,Цена за 1 кг,500.0,1.0,0.2,2.9,25.0,8.0
"Зелень Global Village Ассорти лук, укроп и петрушка 70г",3043871,шт,1.0,70 г,70.0,2.5,0.3,5.3,34.0,7.0
Лук Global Village зеленый 100г,3064021,шт,1.0,100 г,100.0,1.3,0.1,3.2,20.0,8.0
Укроп Global Village 100г,71029,шт,1.0,100 г,100.0,2.5,0.5,6.3,38.0,8.67
Кинза Global Village 30г,48680,шт,1.0,30 г,30.0,2.1,0.5,1.9,23.0,8.0
Петрушка Global Village 30г,48681,шт,1.0,30 г,30.0,3.7,0.4,7.6,36.0,9.0
Лук зеленый 50г,86310,шт,1.0,50 г,50.0,1.3,0.0,4.6,19.0,8.0
Петрушка Global Village 100г,3043867,шт,1.0,100 г,100.0,3.7,0.4,7.6,49.0,7.67
Зелень Global Village Укроп и лук 50г,4265957,шт,1.0,50 г,50.0,0.0,0.0,0.0,0.0,10.0
Зелень Global Village Укроп и петрушка 50г,4265925,шт,1.0,50 г,50.0,0.0,0.0,0.0,0.0,10.0
Мята 30г,3358129,шт,1.0,30 г,30.0,3.7,0.9,6.9,70.0,8.0
Кинза Global Village 100г,76435,шт,1.0,100 г,100.0,2.1,0.5,3.7,23.0,7.0
Салат листовой в горшочке 1шт.,76432,шт,1.0,80 г,80.0,1.4,0.2,2.9,15.0,8.0
Салат Айсберг 1шт.,9210,шт,1.0,300 г,300.0,0.9,0.1,3.0,14.0,8.0
Салат Руккола 75г,3657675,шт,1.0,75 г,75.0,2.6,0.7,2.0,25.0,7.0
Салат Фриллис 1шт.,2177106,шт,1.0,100 г,100.0,0.6,0.1,5.4,24.7,9.0
Смесь Белая Дача Тоскана салатная 120г,3600689,шт,1.0,120 г,120.0,1.5,0.2,2.0,16.0,8.0
Смесь салатная Белая Дача Аликанте резаная 100г,3600712,шт,1.0,100 г,100.0,1.5,0.2,2.0,16.0,8.0
Салат Месклан 75г,3953361,шт,1.0,75 г,75.0,2.1,0.1,3.8,21.0,11.0
Салат айсберг Белая дача свежий листовой резаный 140г,4307021,шт,1.0,140 г,140.0,1.5,0.2,2.0,16.0,8.0
Салат-латук Джаз в горшочке 1шт,3685549,шт,1.0,170 г,170.0,1.4,0.1,2.9,15.0,7.67
Салат Маслянистый в горшочке 1шт.,4123523,шт,1.0,200 г,200.0,1.0,1.0,1.0,15.0,4.33
Салат Дуболистный зеленый 1шт.,3662524,шт,1.0,100 г,100.0,1.4,0.2,1.9,15.0,8.0
Смесь Белая дача Овощи По-Азиатски Вок из овощей свежих резаных 220г,4378357,шт,1.0,220 г,220.0,1.5,0.1,4.0,25.0,8.0
Кукуруза сахарная в початках вареная 1уп.,48589,шт,1.0,450 г,450.0,4.0,3.0,22.0,130.0,8.0
Морковь мини 250г,3463356,шт,1.0,250 г,250.0,0.9,0.2,10.0,42.0,8.33
Шампиньоны Global Village 400г,3655737,шт,1.0,400 г,400.0,2.1,0.3,2.6,22.0,8.0
Шампиньоны Global Village 250г,3357066,шт,1.0,250 г,250.0,3.1,0.3,3.3,22.0,8.0
Шампиньоны Global Village подрезанные мини 250г,4253756,шт,1.0,250 г,250.0,4.3,0.0,4.7,36.0,8.0
Грибы Экопродукт Ассорти сушеные 50г,59754,шт,1.0,50 г,50.0,15.0,4.0,6.0,120.0,8.0
Имбирь Global Village маринованный 250г,3631926,шт,1.0,250 г,250.0,0.3,0.3,3.3,15.0,7.75
Огурцы Global Village корнишоны соленые 500г,3688024,шт,1.0,500 г,500.0,1.0,0.0,1.5,10.0,8.0
Огурцы соленые Красная цена 1кг,3631966,шт,1.0,1 кг,1000.0,0.8,0.1,1.7,10.9,5.0
Капуста Традиции Вкуса Маринованная Diet 500г,4237816,шт,1.0,500 г,500.0,0.9,0.05,2.4,14.0,8.0
Перец Гурме острый соленый 400г,3914343,шт,1.0,400 г,400.0,1.3,0.1,4.8,26.0,11.75
Томаты Global Village черри красные соленые 500г,3688023,шт,1.0,500 г,500.0,0.8,0.0,1.6,15.0,8.0
Ассорти овощное Гурме соленое перец-чеснок-черемша 400г,4025129,шт,1.0,400 г,400.0,4.5,0.9,3.3,29.4,7.67
Хренодер Global Village классический упаковка в ассортименте 200г,3631962,шт,1.0,200 г,200.0,1.3,0.2,5.7,30.6,5.0
Палочки сдобные Шарлиз Снежка с малиновым джемом 370г,3964790,шт,1.0,370 г,370.0,6.5,13.0,63.0,400.0,6.67
Печенье Шарлиз сдобное апельсин 137г,3607262,шт,1.0,137 г,137.0,3.5,4.5,60.0,294.0,6.67
Печенье Шарлиз Американо сдобное 250г,4201226,шт,1.0,250 г,250.0,5.5,24.0,60.0,480.0,5.0
Вафли Шарлиз Голландские с карамельной начинкой 290г,4221674,шт,1.0,290 г,290.0,5.5,15.0,67.0,430.0,6.67
Вафли Шарлиз Венские со сгущенкой 100г,3211784,шт,1.0,100 г,100.0,8.0,19.0,53.0,420.0,6.0
Печенье сдобное Шарлиз Курабье с вишневой начинкой 180г,3986091,шт,1.0,180 г,180.0,5.5,25.0,61.0,490.0,5.0
Сдобные палочки Шарлиз Снежка с абрикосовым джемом 370г,3964791,шт,1.0,370 г,370.0,6.5,13.0,63.0,400.0,7.0
"Мини-круассаны Шарлиз с варёной сгущёнкой, 200г",3900909,шт,1.0,200 г,200.0,7.0,26.0,46.0,446.0,5.33
Мини-рулеты Шарлиз Ягодное ассорти бисквитные 175г,4104572,шт,1.0,175 г,175.0,4.5,14.0,61.0,390.0,6.33
Печенье Шарлиз сдобное имбирное с корицей 230г,4271236,шт,1.0,230 г,230.0,7.0,12.0,70.0,420.0,6.33
Мини-маффины Шарлиз с клубничной начинкой 433г,3688438,шт,1.0,433 г,433.0,4.0,12.0,54.0,340.0,5.67
Вафли мягкие Шарлиз с суфле и карамелью 144г,4204100,шт,1.0,144 г,144.0,5.0,23.0,52.0,435.0,7.0
Вафли мягкие Шарлиз Черника с суфле и начинкой 144г,4204122,шт,1.0,144 г,144.0,5.0,22.0,52.0,430.0,7.0
Торт Шарлиз медовик 350г,4181046,шт,1.0,350 г,350.0,5.0,28.0,49.0,470.0,4.67
Вафли мягкие Шарлиз Вишня с суфле 144г,4204116,шт,1.0,144 г,144.0,4.5,22.0,52.0,420.0,6.0
Печенье Зерница сахарное с изюмом 300г,4153795,шт,1.0,300 г,300.0,6.5,16.0,70.0,450.0,6.67
Рулет Cuisine Royale Сливочный сыр Маскарпоне бисквитный 200г,4191321,шт,1.0,200 г,200.0,5.0,19.0,54.0,400.0,6.0
Торт Шарлиз Наполеон слоеный 400г,4265624,шт,1.0,400 г,400.0,5.0,36.0,42.0,550.0,6.0
Торт вафельный Шарлиз Ореховый 230г,3637611,шт,1.0,230 г,230.0,5.0,36.0,53.0,555.0,5.33
Вафли Зерница со вкусом шоколада 200г,3908665,шт,1.0,200 г,200.0,4.5,30.0,61.0,530.0,5.0
Мини-круассаны Шарлиз с клубничной начинкой 200г,3900912,шт,1.0,200 г,200.0,5.0,15.0,57.0,383.0,5.67
Пряники Зерница со вкусом шоколада 400г,3926890,шт,1.0,400 г,400.0,6.0,5.5,80.0,385.0,7.33
Вафли Шарлиз Парижские сахарные 150г,4087587,шт,1.0,150 г,150.0,7.5,22.0,58.0,460.0,5.0
Вафли Зерница Топленое молоко 200г,3908663,шт,1.0,200 г,200.0,4.0,31.0,58.0,530.0,5.0
Пряник Зерница Тульский с фруктовой начинкой 140г,4138043,шт,1.0,140 г,140.0,6.0,6.0,73.0,370.0,6.67
Коржи для торта Шарлиз вафельные 140г,4101101,шт,1.0,140 г,140.0,10.0,2.0,67.0,330.0,3.33
Пряник Зерница Тульский с черносмородиновой начинкой 140г,4195425,шт,1.0,140 г,140.0,6.0,6.5,73.0,370.0,6.67
Вафли Cuisine royale сливочные рифленые 120г,4208248,шт,1.0,120 г,120.0,6.0,22.0,66.0,490.0,6.67
Вафли Зерница лимонные 200г,3948437,шт,1.0,200 г,200.0,3.0,35.0,55.0,550.0,84.9
Трубочка Шарлиз Абрикосик фруктовая 500г,4103485,шт,1.0,500 г,500.0,4.0,25.0,55.0,460.0,6.0
Торт вафельный Cuisine Royale вафельный с орехами и изюмом 270г,4208342,шт,1.0,270 г,270.0,8.5,29.0,52.0,500.0,4.33
Вафли Зерница с ароматом лесного ореха 200г,3939083,шт,1.0,200 г,200.0,3.5,35.0,55.0,550.0,6.33
Шоколад Alpen Gold молочный 80г,4329962,шт,1.0,80 г,80.0,5.4,28.0,62.0,522.0,6.0
Шоколад молочный Kinder Chocolate с молочной начинкой 100г,17333,шт,1.0,100 г,100.0,8.7,35.0,53.5,566.0,4.33
Шоколад Milka молочный 80г,4353891,шт,1.0,80 г,80.0,5.7,30.0,59.0,534.0,5.67
Шоколад Milka с цельным фундуком молочный 80г,4353876,шт,1.0,80 г,80.0,7.5,36.0,51.0,561.0,5.33
Шоколад Alpen Gold Оreo с начинкой со вкусом ванили и кусочками печенья молочный  85г,4353445,шт,1.0,85 г,85.0,4.4,30.0,61.0,538.0,4.33
Шоколад молочный Kinder Chocolate с молочной начинкой 50г,17342,шт,1.0,50 г,50.0,8.7,35.0,53.5,566.0,4.33
Шоколад Россия-Щедрая Душа Шоколадные пузырьки молочный и белый 75г,4121219,шт,1.0,75 г,75.0,5.7,31.0,60.0,542.0,6.67
Шоколад Россия-щедрая душа Шоколадные пузырьки белый пористый 75г,4332386,шт,1.0,75 г,75.0,4.9,31.0,62.0,545.0,6.67
Шоколад молочный Россия-Щедрая Душа с карамелью и арахисом 82г,4121218,шт,1.0,82 г,82.0,6.7,27.0,59.0,506.0,6.33
Шоколад Alpen Gold молочный Клубнично-йогуртовая начинка 80г,4329953,шт,1.0,80 г,80.0,3.9,33.0,59.0,552.0,5.67
